test result name	overall	both	lemma	feats	neither
test_1	0.7637	0.8032786885245902	0.7085714285714285	0.8232161874334398	0.7051612903225807
test_2	0.8112	0.881967213114754	0.7428571428571429	0.8711395101171459	0.7511827956989248
test_3	0.8442000000000001	0.8950819672131148	0.7828571428571429	0.9077742279020236	0.7812903225806451
test_4	0.8602000000000001	0.9180327868852458	0.8171428571428571	0.9288604898828542	0.7903225806451613
test_5	0.8779	0.9278688524590164	0.8285714285714286	0.9371671991480298	0.8184946236559141
test_6	0.8866999999999999	0.9278688524590164	0.8628571428571428	0.9452609158679446	0.8266666666666665
test_7	0.8879999999999999	0.944262295081967	0.8685714285714287	0.949307774227902	0.8238709677419355
test_8	0.8920999999999999	0.9409836065573771	0.8742857142857142	0.9495207667731629	0.832258064516129
test_9	0.8907999999999999	0.937704918032787	0.8657142857142857	0.9510117145899892	0.8288172043010753
test_10	0.8930999999999999	0.937704918032787	0.8800000000000001	0.9471778487752929	0.8365591397849462
test_11	0.8901999999999999	0.9311475409836065	0.8628571428571428	0.9488817891373802	0.8303225806451613
test_12	0.8905999999999998	0.9442622950819672	0.8685714285714287	0.949733759318424	0.829032258064516
test_13	0.8928999999999998	0.9409836065573771	0.8714285714285713	0.9484558040468585	0.835268817204301
test_14	0.8873	0.9409836065573771	0.8685714285714285	0.949307774227902	0.8225806451612903
test_15	0.8899000000000001	0.9344262295081969	0.8800000000000001	0.9471778487752929	0.8298924731182795
test_16	0.8926000000000001	0.9311475409836065	0.8742857142857143	0.9501597444089457	0.8333333333333334
test_17	0.884	0.9278688524590164	0.86	0.9450479233226836	0.8212903225806452
test_18	0.8855000000000001	0.9245901639344263	0.86	0.9414270500532481	0.8283870967741936
test_19	0.8849	0.9213114754098362	0.8628571428571428	0.9454739084132056	0.823010752688172
test_20	0.8861000000000001	0.9311475409836065	0.8742857142857143	0.9448349307774228	0.8247311827956988
test_21	0.8839	0.9278688524590164	0.8571428571428571	0.9461128860489882	0.820215053763441
test_22	0.8905	0.9278688524590164	0.8771428571428572	0.9444089456869008	0.8346236559139785
test_23	0.8848	0.918032786885246	0.8685714285714287	0.9412140575079873	0.8268817204301075
test_24	0.8851000000000001	0.9245901639344263	0.8685714285714287	0.9420660276890309	0.8262365591397851
test_25	0.8876	0.9278688524590164	0.8657142857142857	0.9429179978700745	0.830752688172043
