test result name	overall	both	lemma	feats	neither
test_1	0.4197979797979798	0.8370901639344263	0.0	0.8352941176470587	0.0
test_2	0.4319191919191919	0.860860655737705	0.0	0.8823529411764707	0.0
test_3	0.45323232323232326	0.9032786885245901	0.0	0.9294117647058823	0.0
test_4	0.4637373737373737	0.9235655737704919	0.0	0.9882352941176471	0.0
test_5	0.4671717171717171	0.9303278688524591	0.0	1.0	0.0
test_6	0.47191919191919196	0.9413934426229508	0.0	0.9176470588235294	0.0
test_7	0.4748484848484849	0.9463114754098362	0.0	0.9764705882352942	0.0
test_8	0.47696969696969693	0.9506147540983607	0.0	0.9764705882352942	0.0
test_9	0.4745454545454545	0.9456967213114755	0.0	0.9764705882352942	0.0
test_10	0.4731313131313132	0.943032786885246	0.0	0.9647058823529411	0.0
test_11	0.47282828282828293	0.9424180327868852	0.0	0.9647058823529411	0.0
test_12	0.4766666666666667	0.9504098360655739	0.0	0.9529411764705882	0.0
test_13	0.47575757575757577	0.948155737704918	0.0	0.9764705882352942	0.0
test_14	0.4704040404040404	0.9379098360655738	0.0	0.9411764705882353	0.0
test_15	0.473030303030303	0.942827868852459	0.0	0.9647058823529413	0.0
test_16	0.473030303030303	0.9430327868852458	0.0	0.9529411764705882	0.0
test_17	0.47232323232323237	0.9413934426229508	0.0	0.9647058823529411	0.0
test_18	0.46737373737373733	0.9313524590163935	0.0	0.9647058823529413	0.0
test_19	0.47030303030303033	0.9375	0.0	0.9529411764705882	0.0
test_20	0.4707070707070707	0.937704918032787	0.0	0.9882352941176471	0.0
test_21	0.46464646464646464	0.9260245901639343	0.0	0.9529411764705882	0.0
test_22	0.47131313131313135	0.939344262295082	0.0	0.9647058823529411	0.0
test_23	0.4636363636363637	0.9237704918032789	0.0	0.9647058823529413	0.0
test_24	0.46141414141414144	0.9194672131147541	0.0	0.9529411764705882	0.0
test_25	0.4641414141414142	0.924795081967213	0.0	0.9647058823529413	0.0
