test result name	overall	both	lemma	feats	neither
test_1	4.248546066723535e-05	0.0001748521902715794	0.0	0.0	0.0
test_2	2.809917355375835e-05	0.0001135447460359762	0.0	0.0013840830449827202	0.0
test_3	1.0815222936444435e-05	5.122950819669292e-05	0.0	0.0013840830449827202	0.0
test_4	1.6630956024943355e-05	6.995767266881892e-05	0.0	0.0008304498269895433	0.0
test_5	1.587593102744811e-05	6.004770223067002e-05	0.0	0.0008304498269895433	0.0
test_6	1.3529231710968093e-05	4.5518677774802896e-05	0.0	0.0022145328719721524	0.0
test_7	8.53586368738668e-05	0.00035130005374883755	0.0	0.0	0.0
test_8	1.6977859402106388e-05	6.357497984421645e-05	0.0	0.0008304498269895433	0.0
test_9	1.2182430364243713e-05	5.013773179229908e-05	0.0	0.0008304498269897653	0.0
test_10	2.775227017651205e-05	0.00010942958882032006	0.0	0.0008304498269895433	0.0
test_11	1.1386593204765205e-05	4.661045417886367e-05	0.0	0.0008304498269897653	0.0
test_12	7.448219569439196e-06	3.065372211741302e-05	0.0	0.0	0.0
test_13	2.5507601265628566e-06	9.406073636086809e-06	0.0	0.0005536332179931769	0.0
test_14	3.0670339761201815e-05	0.0001346244289168741	0.0	0.0005536332179931769	0.0
test_15	1.1223344556221537e-06	2.7714324104533006e-06	0.0	0.0008304498269897653	0.0
test_16	1.275380063264775e-05	5.0641628594805255e-05	0.0	0.0008304498269897653	0.0
test_17	1.581471278444546e-05	6.659836065614488e-05	0.0	0.0008304498269895433	0.0
test_18	2.6058565452458105e-05	0.00010649019080910538	0.0	0.0008304498269895433	0.0
test_19	3.47311498826719e-05	0.00014848159097025082	0.0	0.0008304498269895433	0.0
test_20	2.116110600960952e-05	8.247110991665974e-05	0.0	0.0008304498269897653	0.0
test_21	6.6727884910078306e-06	2.4522977694174664e-05	0.0	0.0008304498269897653	0.0
test_22	1.597796143248953e-05	6.945377586653478e-05	0.0	0.0008304498269895433	0.0
test_23	1.6467707376843777e-05	6.214727223863292e-05	0.0	0.0005536332179930659	0.0
test_24	9.448015508645158e-06	3.989183015329356e-05	0.0	0.0008304498269897653	0.0
test_25	2.475257626774474e-05	9.725208277333586e-05	0.0	0.0005536332179930659	0.0
