test result name	overall	both	lemma	feats	neither
test_1	0.24429735234215885	0.36365688487584646	0.15113513513513516	0.1493975903614458	0.07714285714285714
test_2	0.2893075356415479	0.4155756207674943	0.1904864864864865	0.21445783132530122	0.08571428571428572
test_3	0.3312627291242362	0.4778781038374718	0.21427027027027026	0.24578313253012046	0.12285714285714286
test_4	0.35407331975560086	0.5099322799097066	0.22745945945945945	0.2891566265060241	0.13142857142857142
test_5	0.3819755600814664	0.5428893905191874	0.2508108108108108	0.3204819277108434	0.1514285714285714
test_6	0.4036659877800407	0.5767494356659142	0.26097297297297295	0.3445783132530121	0.1685714285714286
test_7	0.4161914460285133	0.5900677200902935	0.27329729729729735	0.3710843373493976	0.15714285714285717
test_8	0.43167006109979633	0.6151241534988714	0.28064864864864864	0.37590361445783127	0.17142857142857143
test_9	0.4395112016293279	0.6277652370203161	0.2832432432432433	0.4072289156626506	0.15999999999999998
test_10	0.4563136456211813	0.645823927765237	0.2994594594594595	0.4096385542168674	0.1857142857142857
test_11	0.46558044806517307	0.662528216704289	0.29924324324324325	0.43614457831325293	0.20571428571428574
test_12	0.4709775967413442	0.6740406320541761	0.299027027027027	0.46506024096385545	0.18
test_13	0.4864562118126273	0.6869074492099323	0.31610810810810813	0.47228915662650606	0.21714285714285714
test_14	0.4875763747454175	0.6945823927765237	0.31394594594594594	0.4554216867469879	0.2
test_15	0.4967413441955193	0.7074492099322799	0.31956756756756755	0.4771084337349397	0.1942857142857143
test_16	0.4963340122199592	0.7072234762979683	0.31524324324324327	0.5108433734939759	0.20285714285714285
test_17	0.5006109979633402	0.7158013544018058	0.31848648648648653	0.49638554216867464	0.18857142857142856
test_18	0.5069246435845214	0.7133182844243793	0.3312432432432432	0.5132530120481927	0.20857142857142857
test_19	0.5018329938900203	0.7135440180586907	0.3208648648648648	0.5108433734939759	0.20285714285714285
test_20	0.5176171079429736	0.7250564334085778	0.3431351351351351	0.5108433734939759	0.20571428571428568
test_21	0.5172097759674135	0.7336343115124153	0.3321081081081081	0.5180722891566265	0.22285714285714286
test_22	0.525152749490835	0.7329571106094808	0.3485405405405405	0.5301204819277109	0.22285714285714286
test_23	0.5194501018329939	0.728668171557562	0.34183783783783783	0.5132530120481927	0.2257142857142857
test_24	0.519551934826884	0.7275395033860044	0.34118918918918917	0.5325301204819277	0.22857142857142856
test_25	0.5264765784114053	0.737923250564334	0.34616216216216217	0.5469879518072289	0.20857142857142857
