test result name	overall	both	lemma	feats	neither
test_1	7.35644866248289e-05	0.00011179674800892991	8.199853907961754e-05	0.00032515604587022434	0.00021224489795918476
test_2	9.036381962906903e-05	0.00016968239328610246	0.00016857852447042104	0.0004296704891856573	0.0006040816326530604
test_3	2.783296900210619e-05	4.820406728195392e-05	0.0001329554419284007	0.0002670924662505625	0.0002448979591836743
test_4	1.55964178014667e-05	5.014038288086997e-05	2.57121986851766e-05	0.0013935259108724118	0.0008653061224489812
test_5	3.4283083279018634e-05	4.789833323998183e-05	0.0001251015339664152	0.001881259979677724	0.0002775510204081656
test_6	0.00010915418469314986	0.00015541480466152446	0.00019849817384953727	0.0007316011032079961	0.0006204081632653
test_7	3.986212102988218e-05	7.26627906383337e-05	0.00012547552958366848	0.0005457976484249671	0.00011428571428570566
test_8	3.7808869218253216e-05	6.349076937972598e-05	0.00018073338203068723	0.00026709246625045147	0.00011428571428571954
test_9	0.00020495186265195864	6.012769491831049e-05	0.0006519678597516482	0.0004296704891857128	0.000522448979591833
test_10	1.2713569298300476e-05	2.731224108137864e-05	1.682980277574464e-05	0.00025547975032658155	0.0007346938775510056
test_11	0.0002463279976439581	8.081569842388614e-05	0.0006208327246165074	0.0004064450573378342	0.0015836734693877447
test_12	8.839352748662987e-05	0.0001260643366336467	0.00017531044558066755	0.0008709536942951845	0.000571428571428563
test_13	2.9699561558071963e-05	1.508287940321651e-05	0.00015305770635501426	0.0007780519669036701	4.897959183673001e-05
test_14	7.047423894873672e-05	2.4764457398629425e-05	0.00028769612856099913	0.0005574103643489758	0.0008489795918367321
test_15	0.00010519286049082144	4.616584033545479e-05	0.00021831994156323864	0.0006735375235883967	0.000571428571428563
test_16	7.605327669940598e-05	1.8649776559187536e-05	0.0002985420014609552	0.000174190738859048	0.00021224489795916568
test_17	4.002804036823404e-05	9.049727641918803e-05	7.180715850989283e-05	0.0008477282624473892	0.0002938775510204078
test_18	0.0001834030885884963	0.00018293086843756967	0.0005231263696128807	0.0003135433299463197	0.00052244897959184
test_19	0.00013653087551479537	7.470101758499936e-05	0.0003520233747260765	0.0002903178980985799	0.0009795918367346904
test_20	7.32741277827409e-05	0.0001174018721115111	9.65843681519224e-05	0.0007780519669038366	0.0005387755102040925
test_21	3.142097469316374e-05	2.0076535421797992e-05	5.9371804236652004e-05	0.00042967048918562956	0.0007020408163265421
test_22	9.374442614784595e-06	3.230589710023768e-05	1.804528853174836e-05	0.0007199883872840429	0.000848979591836739
test_23	3.1690593617905716e-05	9.100683315599323e-05	3.6277574872178864e-05	0.0007780519669037811	0.0010938775510204238
test_24	0.00010210261281484723	4.412761338912219e-05	0.00029003360116876264	0.0008941791261431464	0.00021224489795917956
test_25	7.190529324169193e-05	0.00010466295369659928	0.00011500365230097953	0.0007780519669036701	0.000522448979591833
