test result name	overall	both	lemma	feats	neither
test_1	0.24429735234215885	0.36365688487584646	0.15113513513513516	0.1493975903614458	0.07714285714285714
test_2	0.2857433808553972	0.40632054176072235	0.18767567567567567	0.26265060240963856	0.08285714285714285
test_3	0.33156822810590636	0.47697516930022565	0.21102702702702705	0.3180722891566265	0.09999999999999999
test_4	0.37668024439918535	0.5329571106094809	0.2454054054054054	0.3734939759036145	0.13714285714285715
test_5	0.40509164969450107	0.5711060948081264	0.2655135135135135	0.4	0.15428571428571428
test_6	0.4463340122199592	0.6185101580135439	0.30205405405405406	0.42891566265060244	0.19428571428571428
test_7	0.4573319755600814	0.6437923250564335	0.2992432432432432	0.46024096385542174	0.18285714285714288
test_8	0.47382892057026477	0.6697516930022573	0.30767567567567566	0.47469879518072294	0.18857142857142856
test_9	0.4832993890020367	0.693002257336343	0.30335135135135133	0.4915662650602409	0.19714285714285715
test_10	0.4946028513238289	0.7038374717832958	0.31567567567567567	0.5036144578313253	0.2
test_11	0.5128309572301426	0.7148984198645598	0.3394594594594595	0.5421686746987951	0.21142857142857144
test_12	0.5141547861507129	0.7221218961625282	0.33729729729729735	0.5301204819277109	0.2
test_13	0.5255600814663952	0.735214446952596	0.34724324324324324	0.5445783132530121	0.20571428571428574
test_14	0.5293279022403259	0.7399548532731377	0.3532972972972973	0.5228915662650603	0.19714285714285715
test_15	0.5355397148676172	0.7408577878103838	0.36108108108108106	0.5710843373493976	0.2
test_16	0.5367617107942975	0.7453724604966141	0.3593513513513513	0.5542168674698795	0.22000000000000003
test_17	0.5274949083503054	0.7363431151241535	0.35070270270270265	0.5253012048192771	0.22285714285714286
test_18	0.5287169042769857	0.7392776523702032	0.3513513513513513	0.5325301204819277	0.20285714285714285
test_19	0.5262729124236253	0.7422121896162527	0.34162162162162163	0.542168674698795	0.21428571428571427
test_20	0.5318737270875764	0.7492099322799097	0.34875675675675677	0.5277108433734939	0.20571428571428568
test_21	0.5381873727087576	0.7525959367945824	0.35459459459459464	0.5518072289156627	0.23428571428571426
test_22	0.530448065173116	0.7446952595936794	0.3476756756756757	0.5445783132530121	0.21714285714285714
test_23	0.5267820773930754	0.73882618510158	0.34745945945945944	0.5277108433734939	0.21142857142857138
test_24	0.5293279022403258	0.7397291196388263	0.3511351351351351	0.5277108433734939	0.22285714285714286
test_25	0.5258655804480652	0.7424379232505643	0.34270270270270264	0.5156626506024098	0.21714285714285714
