test result name	both	lemma	feats	neither
total_instances_1	0.0	0.0	0.0	0.0
total_instances_2	0.9599999999999937	1.0400000000000205	18.959999999962747	18.800000000046566
total_instances_3	1.7600000000000051	0.9599999999999795	57.359999999869615	51.440000000060536
total_instances_4	4.400000000000006	2.240000000000066	59.59999999997672	52.639999999897555
total_instances_5	6.9599999999999795	4.559999999999945	22.639999999897555	30.960000000195578
total_instances_6	7.039999999999964	1.0399999999999636	26.55999999982305	11.839999999850988
total_instances_7	3.2000000000000455	0.5600000000000591	20.64000000001397	19.83999999985099
total_instances_8	4.639999999999873	1.4399999999999409	34.15999999991618	28.23999999987427
total_instances_9	4.399999999999977	1.3600000000000136	30.239999999990687	32.95999999996275
total_instances_10	8.559999999999945	2.9600000000000364	6.159999999916181	7.359999999869615
total_instances_11	3.4400000000000546	1.040000000000191	10.239999999990687	3.3600000001024455
total_instances_12	2.7999999999999545	1.3600000000003547	9.839999999967404	4.64000000001397
total_instances_13	4.400000000000091	1.3599999999999	13.199999999953434	5.760000000009313
total_instances_14	6.160000000000082	2.1600000000003092	15.359999999869615	6.559999999939464
total_instances_15	6.560000000000173	2.240000000000009	14.64000000001397	3.840000000083819
total_instances_16	6.0	2.0	9.440000000060536	2.2399999999906868
total_instances_17	6.560000000000173	2.2399999999997817	10.64000000001397	1.1999999999534339
total_instances_18	4.160000000000309	1.0399999999999636	4.400000000023283	0.9600000000791624
total_instances_19	2.9600000000000364	1.4400000000000546	2.9600000000791624	1.4399999999441206
total_instances_20	6.0	0.5599999999999454	6.0	0.5599999998230487
total_instances_21	7.039999999999964	2.2399999999997817	7.039999999920838	2.2399999999906868
total_instances_22	2.2399999999997817	1.199999999999818	2.2399999999906868	1.1999999999534339
total_instances_23	3.759999999999309	0.9600000000004911	3.7600000000093132	0.9599999999627471
total_instances_24	1.0399999999999636	1.199999999999818	1.0399999999208376	1.1999999999534339
total_instances_25	0.0	0.0	0.0	0.0
