test result name	both	lemma	feats	neither
total_instances_1	0.0	0.0	0.0	0.0
total_instances_2	3.760000000000005	0.960000000000008	62.40000000002328	42.640000000130385
total_instances_3	4.160000000000011	1.3599999999999852	62.55999999982305	49.360000000102445
total_instances_4	4.400000000000006	2.9600000000000364	48.96000000007916	58.800000000046566
total_instances_5	2.6399999999999864	8.240000000000066	35.04000000003725	54.639999999897555
total_instances_6	9.840000000000032	13.760000000000048	13.360000000102445	41.04000000003725
total_instances_7	11.759999999999934	4.560000000000059	7.439999999944121	13.440000000060536
total_instances_8	8.560000000000002	10.240000000000123	6.800000000046566	18.16000000014901
total_instances_9	9.039999999999964	12.159999999999968	5.199999999953434	16.559999999939464
total_instances_10	15.759999999999991	11.200000000000045	10.640000000130385	18.64000000001397
total_instances_11	15.759999999999991	9.200000000000045	18.959999999962747	12.239999999990687
total_instances_12	17.039999999999964	11.440000000000282	20.95999999984633	12.160000000032596
total_instances_13	15.599999999999909	10.799999999999955	20.15999999991618	10.56000000005588
total_instances_14	23.360000000000355	8.639999999999873	35.199999999953434	9.43999999994412
total_instances_15	20.960000000000264	12.240000000000236	32.0	9.040000000037253
total_instances_16	26.559999999999945	4.160000000000309	35.84000000008382	3.199999999953434
total_instances_17	24.640000000000327	4.239999999999782	32.0	4.400000000023283
total_instances_18	12.639999999999873	6.0	18.56000000005588	6.6399999998975545
total_instances_19	14.0	4.959999999999582	19.43999999994412	4.159999999916181
total_instances_20	6.0	5.4399999999996	9.839999999967404	3.35999999998603
total_instances_21	5.360000000000582	1.8400000000001455	8.56000000005588	0.40000000002328306
total_instances_22	4.559999999999945	3.8399999999996908	7.760000000009313	2.5600000000558794
total_instances_23	2.6400000000003274	2.240000000000691	4.559999999939464	2.5600000000558794
total_instances_24	0.6399999999998727	1.4399999999995998	0.6399999998975545	1.4399999999441206
total_instances_25	0.0	0.0	0.0	0.0
