test result name	overall	both	lemma	feats	neither
test_1	0.24429735234215885	0.36365688487584646	0.15113513513513516	0.1493975903614458	0.07714285714285714
test_2	0.2922606924643585	0.4311512415349886	0.17924324324324323	0.24096385542168672	0.08857142857142856
test_3	0.3512219959266802	0.5049661399548533	0.2227027027027027	0.3349397590361446	0.12285714285714285
test_4	0.3953156822810591	0.5604966139954852	0.25772972972972974	0.3734939759036145	0.14857142857142858
test_5	0.4267820773930754	0.6090293453724606	0.27416216216216216	0.4192771084337349	0.14571428571428574
test_6	0.45142566191446026	0.6399548532731376	0.29167567567567565	0.453012048192771	0.17428571428571427
test_7	0.4786150712830957	0.6695259593679458	0.31545945945945947	0.5012048192771085	0.19142857142857145
test_8	0.49663951120162936	0.6914221218961625	0.3338378378378378	0.49156626506024087	0.18857142857142858
test_9	0.49246435845213854	0.690744920993228	0.32518918918918915	0.5036144578313253	0.18
test_10	0.5003054989816701	0.7004514672686231	0.3310270270270271	0.5060240963855421	0.19714285714285715
test_11	0.5037678207739307	0.7110609480812641	0.32756756756756755	0.5084337349397591	0.20285714285714285
test_12	0.5137474541751528	0.725507900677201	0.33362162162162157	0.5301204819277109	0.1942857142857143
test_13	0.5226069246435845	0.7322799097065462	0.34464864864864864	0.5421686746987951	0.19714285714285718
test_14	0.5331975560081467	0.7354401805869075	0.3619459459459459	0.5469879518072289	0.22000000000000003
test_15	0.5313645621181262	0.7408577878103838	0.35502702702702704	0.5493975903614458	0.18857142857142856
test_16	0.5382892057026476	0.7510158013544019	0.3589189189189189	0.5397590361445783	0.21428571428571427
test_17	0.5342158859470468	0.7424379232505643	0.3563243243243243	0.5518072289156627	0.22857142857142856
test_18	0.5265784114052954	0.7397291196388263	0.34745945945945944	0.5204819277108432	0.20285714285714285
test_19	0.5326883910386966	0.7485327313769752	0.3507027027027027	0.5301204819277109	0.20857142857142855
test_20	0.5375763747454175	0.7505643340857787	0.35870270270270266	0.5253012048192771	0.22000000000000003
test_21	0.5336048879837068	0.7498871331828442	0.34983783783783784	0.5373493975903615	0.22000000000000003
test_22	0.5355397148676172	0.7478555304740406	0.3556756756756757	0.5349397590361444	0.2257142857142857
test_23	0.5225050916496945	0.736117381489842	0.340972972972973	0.5228915662650603	0.21714285714285714
test_24	0.5307535641547861	0.744920993227991	0.34940540540540543	0.5228915662650603	0.2257142857142857
test_25	0.5259674134419552	0.745372460496614	0.3401081081081081	0.5132530120481927	0.22000000000000003
