test result name	both	lemma	feats	neither
total_instances_1	0.0	0.0	0.0	0.0
total_instances_2	41.439999999973224	61.039999999979045	41.440000000060536	61.04000000003725
total_instances_3	24.64000000001397	56.40000000002328	24.639999999955762	56.39999999999418
total_instances_4	108.24000000001979	124.1600000000326	108.23999999996158	124.16000000000349
total_instances_5	38.79999999998836	89.20000000001164	38.79999999998836	89.19999999999709
total_instances_6	103.76000000006752	177.84000000008382	103.76000000000931	177.8399999999965
total_instances_7	47.43999999994412	184.0	47.44000000001688	184.0
total_instances_8	149.8400000000256	59.7599999998929	149.83999999998196	59.75999999999476
total_instances_9	199.59999999997672	76.80000000004657	199.60000000000582	76.80000000000291
total_instances_10	213.7599999998929	107.19999999995343	213.75999999999476	107.20000000000073
total_instances_11	226.160000000149	109.43999999994412	226.1600000000035	109.43999999999869
total_instances_12	261.4399999999441	88.0	261.4399999999987	88.0
total_instances_13	148.64000000001397	66.64000000013039	148.63999999999942	66.64000000000124
total_instances_14	182.80000000004657	93.19999999995343	182.79999999999927	93.19999999999982
total_instances_15	156.80000000004657	69.04000000003725	156.79999999999927	69.03999999999951
total_instances_16	77.84000000008382	27.039999999920838	77.84000000000196	27.039999999999964
total_instances_17	97.43999999994412	35.43999999994412	97.4399999999996	35.440000000000055
total_instances_18	63.04000000003725	42.56000000005588	63.04000000000087	42.559999999999945
total_instances_19	52.15999999991618	33.7599999998929	52.16000000000031	33.75999999999988
total_instances_20	19.84000000008382	31.040000000037253	19.840000000000146	31.04000000000002
total_instances_21	14.0	24.800000000046566	14.0	24.80000000000001
total_instances_22	6.6399999998975545	7.760000000009313	6.6400000000001	7.759999999999991
total_instances_23	7.039999999920838	13.760000000125729	7.040000000000077	13.759999999999991
total_instances_24	0.6400000000139698	5.839999999967404	0.6399999999999295	5.840000000000003
total_instances_25	0.0	0.0	0.0	0.0
