test result name	both	lemma	feats	neither
total_instances_1	0.0	0.0	0.0	0.0
total_instances_2	17.04000000000451	24.559999999994034	23.440000000060536	19.359999999869615
total_instances_3	2.960000000002765	9.359999999993306	5.840000000083819	10.239999999990687
total_instances_4	28.95999999999185	27.839999999996508	17.360000000102445	38.40000000002328
total_instances_5	21.360000000000582	21.359999999993306	10.960000000079162	26.15999999991618
total_instances_6	12.239999999997963	26.95999999999185	15.43999999994412	29.839999999967404
total_instances_7	35.439999999987776	52.55999999999767	40.800000000046566	42.64000000001397
total_instances_8	28.24000000001979	27.039999999979045	37.04000000003725	21.039999999920838
total_instances_9	3.0399999999790452	12.559999999997672	4.159999999916181	10.799999999988358
total_instances_10	6.64000000001397	4.559999999997672	6.639999999955762	4.560000000055879
total_instances_11	18.39999999999418	2.5600000000122236	18.400000000023283	2.5600000000558794
total_instances_12	9.040000000037253	8.24000000001979	9.039999999979045	8.239999999990687
total_instances_13	16.0	13.839999999996508	18.959999999962747	13.759999999951106
total_instances_14	11.35999999998603	12.159999999974389	12.240000000048894	12.799999999988358
total_instances_15	1.2000000000116415	18.160000000003492	1.8400000000256114	19.360000000102445
total_instances_16	2.1600000000034925	37.76000000000931	2.0	40.40000000002328
total_instances_17	2.7999999999883585	58.16000000000349	2.7999999999883585	58.160000000090804
total_instances_18	9.039999999979045	13.040000000008149	9.040000000037253	13.039999999979045
total_instances_19	13.35999999998603	18.160000000003492	13.359999999927823	18.160000000032596
total_instances_20	16.239999999990687	44.0	16.240000000048894	44.0
total_instances_21	13.839999999996508	16.39999999999418	13.840000000025611	16.400000000023283
total_instances_22	4.239999999961583	9.039999999979045	4.240000000019791	9.040000000037253
total_instances_23	5.599999999976717	3.4399999999732245	5.600000000005821	3.440000000031432
total_instances_24	9.040000000037253	0.559999999939464	9.039999999979045	0.5599999999976717
total_instances_25	0.0	0.0	0.0	0.0
