test result name	both	lemma	feats	neither
total_instances_1	0.0	0.0	0.0	0.0
total_instances_2	21.840000000003783	38.79999999999927	10.959999999846332	13.759999999892898
total_instances_3	18.560000000004948	26.80000000000291	18.64000000001397	21.440000000060536
total_instances_4	8.240000000005239	41.84000000000378	11.43999999994412	42.639999999897555
total_instances_5	35.36000000000058	52.95999999999185	30.960000000079162	64.95999999996275
total_instances_6	12.560000000004948	31.040000000000873	13.760000000009313	34.64000000001397
total_instances_7	30.0	14.960000000006403	30.640000000130385	16.240000000107102
total_instances_8	26.160000000003492	13.039999999979045	26.15999999991618	13.040000000037253
total_instances_9	17.360000000000582	30.160000000003492	17.359999999927823	30.160000000090804
total_instances_10	7.759999999994761	17.04000000000815	7.759999999951106	17.039999999979045
total_instances_11	31.75999999999476	18.160000000003492	31.759999999892898	18.160000000090804
total_instances_12	35.60000000000582	35.60000000000582	35.59999999997672	35.59999999997672
total_instances_13	53.360000000015134	39.04000000000815	53.36000000004424	39.039999999979045
total_instances_14	41.439999999973224	3.2000000000116415	41.44000000000233	3.2000000000116415
total_instances_15	24.639999999984866	12.0	24.640000000072177	12.0
total_instances_16	16.639999999984866	27.60000000000582	14.799999999988358	23.84000000002561
total_instances_17	22.960000000020955	25.60000000000582	25.43999999994412	24.55999999999767
total_instances_18	10.559999999997672	26.79999999998836	11.440000000002328	23.759999999951106
total_instances_19	6.0	18.160000000003492	6.0	18.15999999991618
total_instances_20	28.239999999990687	12.160000000003492	28.240000000048894	12.160000000032596
total_instances_21	24.79999999998836	12.639999999984866	24.79999999998836	12.640000000072177
total_instances_22	6.559999999997672	9.439999999973224	6.5600000000267755	9.440000000031432
total_instances_23	4.400000000023283	9.040000000037253	4.399999999994179	9.039999999979045
total_instances_24	7.440000000002328	5.840000000025611	7.440000000002328	5.839999999967404
total_instances_25	0.0	0.0	0.0	0.0
